entry,00001030,entrypoint
z_en_zf,80B44050,func_80B44050
z_en_zf,80B44058,func_80B44058
z_en_zf,80B441C4,func_80B441C4
z_en_zf,80B442F0,EnZf_Init
z_en_zf,80B44624,EnZf_Destroy
z_en_zf,80B446A8,func_80B446A8
z_en_zf,80B44870,func_80B44870
z_en_zf,80B44B14,func_80B44B14
z_en_zf,80B44CF0,func_80B44CF0
z_en_zf,80B44DC4,func_80B44DC4
z_en_zf,80B44E8C,func_80B44E8C
z_en_zf,80B450AC,func_80B450AC
z_en_zf,80B45174,func_80B45174
z_en_zf,80B45384,func_80B45384
z_en_zf,80B4543C,func_80B4543C
z_en_zf,80B456B4,func_80B456B4
z_en_zf,80B45748,func_80B45748
z_en_zf,80B45E30,func_80B45E30
z_en_zf,80B45EF0,func_80B45EF0
z_en_zf,80B4604C,func_80B4604C
z_en_zf,80B46098,func_80B46098
z_en_zf,80B462E4,func_80B462E4
z_en_zf,80B463E4,func_80B463E4
z_en_zf,80B46A24,func_80B46A24
z_en_zf,80B46AE0,func_80B46AE0
z_en_zf,80B46D64,func_80B46D64
z_en_zf,80B46DD4,func_80B46DD4
z_en_zf,80B46E8C,func_80B46E8C
z_en_zf,80B46F2C,func_80B46F2C
z_en_zf,80B47050,func_80B47050
z_en_zf,80B47120,func_80B47120
z_en_zf,80B47360,func_80B47360
z_en_zf,80B4743C,func_80B4743C
z_en_zf,80B474E4,func_80B474E4
z_en_zf,80B47544,func_80B47544
z_en_zf,80B4779C,func_80B4779C
z_en_zf,80B4781C,func_80B4781C
z_en_zf,80B47C64,func_80B47C64
z_en_zf,80B47CF8,func_80B47CF8
z_en_zf,80B47DA8,func_80B47DA8
z_en_zf,80B47EB4,func_80B47EB4
z_en_zf,80B48210,func_80B48210
z_en_zf,80B482B8,func_80B482B8
z_en_zf,80B483E4,func_80B483E4
z_en_zf,80B48578,func_80B48578
z_en_zf,80B48CEC,func_80B48CEC
z_en_zf,80B48E50,func_80B48E50
z_en_zf,80B48F90,func_80B48F90
z_en_zf,80B490B4,func_80B490B4
z_en_zf,80B4924C,EnZf_Update
z_en_zf,80B495FC,func_80B495FC
z_en_zf,80B49688,func_80B49688
z_en_zf,80B498D8,EnZf_Draw
z_en_zf,80B49B60,func_80B49B60
z_en_zf,80B49C2C,func_80B49C2C
z_en_zf,80B49E4C,func_80B49E4C
z_en_zl1,80B4AB40,func_80B4AB40
z_en_zl1,80B4AB48,func_80B4AB48
z_en_zl1,80B4AB50,EnZl1_Init
z_en_zl1,80B4ADE0,EnZl1_Destroy
z_en_zl1,80B4AE18,func_80B4AE18
z_en_zl1,80B4AF18,func_80B4AF18
z_en_zl1,80B4B010,func_80B4B010
z_en_zl1,80B4B240,func_80B4B240
z_en_zl1,80B4B7F4,func_80B4B7F4
z_en_zl1,80B4B834,func_80B4B834
z_en_zl1,80B4B874,func_80B4B874
z_en_zl1,80B4B8B4,func_80B4B8B4
z_en_zl1,80B4BBC4,func_80B4BBC4
z_en_zl1,80B4BC78,func_80B4BC78
z_en_zl1,80B4BF2C,func_80B4BF2C
z_en_zl1,80B4C220,EnZl1_Update
z_en_zl1,80B4C340,EnZl1_OverrideLimbDraw
z_en_zl1,80B4C400,EnZl1_PostLimbDraw
z_en_zl1,80B4C45C,EnZl1_Draw
z_en_zl2,80B4E990,EnZl2_Destroy
z_en_zl2,80B4E9B0,EnZl2_UpdateEyes
z_en_zl2,80B4EA40,func_80B4EA40
z_en_zl2,80B4EAF4,func_80B4EAF4
z_en_zl2,80B4EBB8,func_80B4EBB8
z_en_zl2,80B4EC48,func_80B4EC48
z_en_zl2,80B4ECE8,EnZl2_setEyesIndex
z_en_zl2,80B4ED04,EnZl2_setEyeIndex2
z_en_zl2,80B4ED18,EnZl2_setMouthIndex
z_en_zl2,80B4ED2C,func_80B4ED2C
z_en_zl2,80B4ED74,EnZl2_FrameUpdateMatrix
z_en_zl2,80B4ED94,EnZl2_GetNpcAction
z_en_zl2,80B4EDB8,func_80B4EDB8
z_en_zl2,80B4EE38,func_80B4EE38
z_en_zl2,80B4EF64,func_80B4EF64
z_en_zl2,80B4F230,func_80B4F230
z_en_zl2,80B4F45C,func_80B4F45C
z_en_zl2,80B4FB74,EnZl2_PostLimbDraw
z_en_zl2,80B4FCCC,func_80B4FCCC
z_en_zl2,80B4FD00,func_80B4FD00
z_en_zl2,80B4FD90,func_80B4FD90
z_en_zl2,80B4FDD4,func_80B4FDD4
z_en_zl2,80B4FE10,func_80B4FE10
z_en_zl2,80B4FE48,func_80B4FE48
z_en_zl2,80B4FE6C,func_80B4FE6C
z_en_zl2,80B4FE90,func_80B4FE90
z_en_zl2,80B4FEB4,func_80B4FEB4
z_en_zl2,80B4FED8,func_80B4FED8
z_en_zl2,80B4FEFC,EnZl2_GiveLightArrows
z_en_zl2,80B4FF84,func_80B4FF84
z_en_zl2,80B4FFF0,func_80B4FFF0
z_en_zl2,80B5008C,func_80B5008C
z_en_zl2,80B500E0,func_80B500E0
z_en_zl2,80B501C4,func_80B501C4
z_en_zl2,80B501E8,func_80B501E8
z_en_zl2,80B50260,func_80B50260
z_en_zl2,80B50278,func_80B50278
z_en_zl2,80B50304,func_80B50304
z_en_zl2,80B503DC,func_80B503DC
z_en_zl2,80B5042C,func_80B5042C
z_en_zl2,80B50488,func_80B50488
z_en_zl2,80B504D4,func_80B504D4
z_en_zl2,80B5053C,func_80B5053C
z_en_zl2,80B50580,func_80B50580
z_en_zl2,80B505D4,func_80B505D4
z_en_zl2,80B50618,func_80B50618
z_en_zl2,80B50644,func_80B50644
z_en_zl2,80B50670,func_80B50670
z_en_zl2,80B506C4,func_80B506C4
z_en_zl2,80B5073C,func_80B5073C
z_en_zl2,80B50780,func_80B50780
z_en_zl2,80B507E8,func_80B507E8
z_en_zl2,80B5082C,func_80B5082C
z_en_zl2,80B50880,func_80B50880
z_en_zl2,80B508C8,func_80B508C8
z_en_zl2,80B50928,func_80B50928
z_en_zl2,80B50970,func_80B50970
z_en_zl2,80B50980,func_80B50980
z_en_zl2,80B509A0,func_80B509A0
z_en_zl2,80B50A04,func_80B50A04
z_en_zl2,80B50BBC,func_80B50BBC
z_en_zl2,80B50BEC,func_80B50BEC
z_en_zl2,80B50C40,func_80B50C40
z_en_zl2,80B50CA8,func_80B50CA8
z_en_zl2,80B50CFC,func_80B50CFC
z_en_zl2,80B50D50,func_80B50D50
z_en_zl2,80B50D94,func_80B50D94
z_en_zl2,80B50DE8,func_80B50DE8
z_en_zl2,80B50E3C,func_80B50E3C
z_en_zl2,80B50E90,func_80B50E90
z_en_zl2,80B50EE4,func_80B50EE4
z_en_zl2,80B50F38,func_80B50F38
z_en_zl2,80B50F8C,func_80B50F8C
z_en_zl2,80B50FE8,func_80B50FE8
z_en_zl2,80B51034,func_80B51034
z_en_zl2,80B51080,func_80B51080
z_en_zl2,80B510CC,func_80B510CC
z_en_zl2,80B51118,func_80B51118
z_en_zl2,80B51164,func_80B51164
z_en_zl2,80B511B0,func_80B511B0
z_en_zl2,80B511FC,func_80B511FC
z_en_zl2,80B51250,func_80B51250
z_en_zl2,80B512B8,func_80B512B8
z_en_zl2,80B51310,func_80B51310
z_en_zl2,80B5135C,func_80B5135C
z_en_zl2,80B513A8,func_80B513A8
z_en_zl2,80B51418,func_80B51418
z_en_zl2,80B5146C,func_80B5146C
z_en_zl2,80B5149C,func_80B5149C
z_en_zl2,80B514F8,func_80B514F8
z_en_zl2,80B5154C,func_80B5154C
z_en_zl2,80B515C4,func_80B515C4
z_en_zl2,80B515D8,func_80B515D8
z_en_zl2,80B51644,func_80B51644
z_en_zl2,80B51678,func_80B51678
z_en_zl2,80B516D0,func_80B516D0
z_en_zl2,80B51704,func_80B51704
z_en_zl2,80B5175C,func_80B5175C
z_en_zl2,80B51790,func_80B51790
z_en_zl2,80B517E0,func_80B517E0
z_en_zl2,80B51824,func_80B51824
z_en_zl2,80B5187C,func_80B5187C
z_en_zl2,80B518C0,func_80B518C0
z_en_zl2,80B51948,func_80B51948
z_en_zl2,80B51A5C,func_80B51A5C
z_en_zl2,80B51A8C,func_80B51A8C
z_en_zl2,80B51AE4,func_80B51AE4
z_en_zl2,80B51B44,func_80B51B44
z_en_zl2,80B51BA8,func_80B51BA8
z_en_zl2,80B51C0C,func_80B51C0C
z_en_zl2,80B51C64,func_80B51C64
z_en_zl2,80B51CA8,func_80B51CA8
z_en_zl2,80B51D0C,func_80B51D0C
z_en_zl2,80B51D24,func_80B51D24
z_en_zl2,80B51DA4,func_80B51DA4
z_en_zl2,80B51EA8,func_80B51EA8
z_en_zl2,80B51EBC,func_80B51EBC
z_en_zl2,80B51F38,func_80B51F38
z_en_zl2,80B51FA8,func_80B51FA8
z_en_zl2,80B52068,func_80B52068
z_en_zl2,80B52098,func_80B52098
z_en_zl2,80B52108,func_80B52108
z_en_zl2,80B52114,func_80B52114
z_en_zl2,80B521A0,func_80B521A0
z_en_zl2,80B52244,EnZl2_Update
z_en_zl2,80B522A0,EnZl2_Init
z_en_zl2,80B52348,EnZl2_OverrideLimbDraw
z_en_zl2,80B523BC,func_80B523BC
z_en_zl2,80B523C8,func_80B523C8
z_en_zl2,80B525D4,func_80B525D4
z_en_zl2,80B527AC,EnZl2_Draw
z_en_zl3,80B533B0,func_80B533B0
z_en_zl3,80B533FC,func_80B533FC
z_en_zl3,80B53440,EnZl3_Destroy
z_en_zl3,80B53468,func_80B53468
z_en_zl3,80B53488,func_80B53488
z_en_zl3,80B534CC,EnZl3_UpdateEyes
z_en_zl3,80B53554,EnZl3_setEyeIndex
z_en_zl3,80B53568,EnZl3_setMouthIndex
z_en_zl3,80B5357C,func_80B5357C
z_en_zl3,80B53614,func_80B53614
z_en_zl3,80B5366C,func_80B5366C
z_en_zl3,80B536B4,func_80B536B4
z_en_zl3,80B536C4,func_80B536C4
z_en_zl3,80B53764,func_80B53764
z_en_zl3,80B537E8,func_80B537E8
z_en_zl3,80B538B0,func_80B538B0
z_en_zl3,80B5394C,EnZl3_FrameUpdateMatrix
z_en_zl3,80B5396C,func_80B5396C
z_en_zl3,80B53974,func_80B53974
z_en_zl3,80B53980,func_80B53980
z_en_zl3,80B53B64,func_80B53B64
z_en_zl3,80B54360,func_80B54360
z_en_zl3,80B5458C,func_80B5458C
z_en_zl3,80B54CE8,EnZl3_PostLimbDraw
z_en_zl3,80B54DB4,func_80B54DB4
z_en_zl3,80B54DC4,func_80B54DC4
z_en_zl3,80B54DD4,func_80B54DD4
z_en_zl3,80B54DE0,func_80B54DE0
z_en_zl3,80B54E14,func_80B54E14
z_en_zl3,80B54EA4,func_80B54EA4
z_en_zl3,80B54EF4,func_80B54EF4
z_en_zl3,80B54F18,func_80B54F18
z_en_zl3,80B54FB4,func_80B54FB4
z_en_zl3,80B55054,func_80B55054
z_en_zl3,80B550F0,func_80B550F0
z_en_zl3,80B55144,func_80B55144
z_en_zl3,80B551E0,func_80B551E0
z_en_zl3,80B55220,func_80B55220
z_en_zl3,80B55268,func_80B55268
z_en_zl3,80B552A8,func_80B552A8
z_en_zl3,80B552DC,func_80B552DC
z_en_zl3,80B55334,func_80B55334
z_en_zl3,80B55368,func_80B55368
z_en_zl3,80B553B4,func_80B553B4
z_en_zl3,80B553E8,func_80B553E8
z_en_zl3,80B55408,func_80B55408
z_en_zl3,80B55444,func_80B55444
z_en_zl3,80B55550,func_80B55550
z_en_zl3,80B555A4,func_80B555A4
z_en_zl3,80B55604,func_80B55604
z_en_zl3,80B5566C,func_80B5566C
z_en_zl3,80B556CC,func_80B556CC
z_en_zl3,80B5572C,func_80B5572C
z_en_zl3,80B55780,func_80B55780
z_en_zl3,80B55808,func_80B55808
z_en_zl3,80B5582C,func_80B5582C
z_en_zl3,80B5585C,func_80B5585C
z_en_zl3,80B558A8,func_80B558A8
z_en_zl3,80B559C4,func_80B559C4
z_en_zl3,80B55A58,func_80B55A58
z_en_zl3,80B55A84,func_80B55A84
z_en_zl3,80B55AC4,func_80B55AC4
z_en_zl3,80B55B04,func_80B55B04
z_en_zl3,80B55B38,func_80B55B38
z_en_zl3,80B55B78,func_80B55B78
z_en_zl3,80B55BAC,func_80B55BAC
z_en_zl3,80B55C0C,func_80B55C0C
z_en_zl3,80B55C4C,func_80B55C4C
z_en_zl3,80B55C70,func_80B55C70
z_en_zl3,80B55CCC,func_80B55CCC
z_en_zl3,80B55D00,func_80B55D00
z_en_zl3,80B55DB0,func_80B55DB0
z_en_zl3,80B55E08,func_80B55E08
z_en_zl3,80B55E48,func_80B55E48
z_en_zl3,80B55E7C,func_80B55E7C
z_en_zl3,80B55EBC,func_80B55EBC
z_en_zl3,80B55EF0,func_80B55EF0
z_en_zl3,80B55F38,func_80B55F38
z_en_zl3,80B55F6C,func_80B55F6C
z_en_zl3,80B5604C,func_80B5604C
z_en_zl3,80B56090,func_80B56090
z_en_zl3,80B56108,func_80B56108
z_en_zl3,80B56160,func_80B56160
z_en_zl3,80B561A0,func_80B561A0
z_en_zl3,80B561E0,func_80B561E0
z_en_zl3,80B56214,func_80B56214
z_en_zl3,80B562F4,func_80B562F4
z_en_zl3,80B5634C,func_80B5634C
z_en_zl3,80B5638C,func_80B5638C
z_en_zl3,80B563C0,func_80B563C0
z_en_zl3,80B56400,func_80B56400
z_en_zl3,80B56434,func_80B56434
z_en_zl3,80B56474,func_80B56474
z_en_zl3,80B564A8,func_80B564A8
z_en_zl3,80B56658,func_80B56658
z_en_zl3,80B566AC,func_80B566AC
z_en_zl3,80B5670C,func_80B5670C
z_en_zl3,80B5676C,func_80B5676C
z_en_zl3,80B567CC,func_80B567CC
z_en_zl3,80B5682C,func_80B5682C
z_en_zl3,80B568B4,func_80B568B4
z_en_zl3,80B5691C,func_80B5691C
z_en_zl3,80B5697C,func_80B5697C
z_en_zl3,80B569E4,func_80B569E4
z_en_zl3,80B56A68,func_80B56A68
z_en_zl3,80B56AE0,func_80B56AE0
z_en_zl3,80B56B54,func_80B56B54
z_en_zl3,80B56BA8,func_80B56BA8
z_en_zl3,80B56C24,func_80B56C24
z_en_zl3,80B56C84,func_80B56C84
z_en_zl3,80B56CE4,func_80B56CE4
z_en_zl3,80B56D44,func_80B56D44
z_en_zl3,80B56DA4,func_80B56DA4
z_en_zl3,80B56DC8,func_80B56DC8
z_en_zl3,80B56DEC,func_80B56DEC
z_en_zl3,80B56E38,func_80B56E38
z_en_zl3,80B56EB8,func_80B56EB8
z_en_zl3,80B56EE4,func_80B56EE4
z_en_zl3,80B56F10,func_80B56F10
z_en_zl3,80B56F8C,func_80B56F8C
z_en_zl3,80B56FAC,func_80B56FAC
z_en_zl3,80B57034,func_80B57034
z_en_zl3,80B57104,func_80B57104
z_en_zl3,80B571A8,func_80B571A8
z_en_zl3,80B571FC,func_80B571FC
z_en_zl3,80B57240,func_80B57240
z_en_zl3,80B57298,func_80B57298
z_en_zl3,80B572F0,func_80B572F0
z_en_zl3,80B57324,func_80B57324
z_en_zl3,80B57350,func_80B57350
z_en_zl3,80B573C8,func_80B573C8
z_en_zl3,80B573FC,func_80B573FC
z_en_zl3,80B57458,func_80B57458
z_en_zl3,80B57564,func_80B57564
z_en_zl3,80B575B0,func_80B575B0
z_en_zl3,80B575D0,func_80B575D0
z_en_zl3,80B575F0,func_80B575F0
z_en_zl3,80B5764C,func_80B5764C
z_en_zl3,80B576C8,func_80B576C8
z_en_zl3,80B57704,func_80B57704
z_en_zl3,80B5772C,func_80B5772C
z_en_zl3,80B57754,func_80B57754
z_en_zl3,80B577BC,func_80B577BC
z_en_zl3,80B57858,func_80B57858
z_en_zl3,80B57890,func_80B57890
z_en_zl3,80B57A74,func_80B57A74
z_en_zl3,80B57AAC,func_80B57AAC
z_en_zl3,80B57AE0,func_80B57AE0
z_en_zl3,80B57C54,func_80B57C54
z_en_zl3,80B57C7C,func_80B57C7C
z_en_zl3,80B57C8C,func_80B57C8C
z_en_zl3,80B57CB4,func_80B57CB4
z_en_zl3,80B57D60,func_80B57D60
z_en_zl3,80B57D80,func_80B57D80
z_en_zl3,80B57EAC,func_80B57EAC
z_en_zl3,80B57EEC,func_80B57EEC
z_en_zl3,80B57F1C,func_80B57F1C
z_en_zl3,80B57F84,func_80B57F84
z_en_zl3,80B58014,func_80B58014
z_en_zl3,80B58214,func_80B58214
z_en_zl3,80B58268,func_80B58268
z_en_zl3,80B582C8,func_80B582C8
z_en_zl3,80B584B4,func_80B584B4
z_en_zl3,80B58624,func_80B58624
z_en_zl3,80B5884C,func_80B5884C
z_en_zl3,80B58898,func_80B58898
z_en_zl3,80B588E8,func_80B588E8
z_en_zl3,80B58938,func_80B58938
z_en_zl3,80B5899C,func_80B5899C
z_en_zl3,80B58A1C,func_80B58A1C
z_en_zl3,80B58A50,func_80B58A50
z_en_zl3,80B58AAC,func_80B58AAC
z_en_zl3,80B58C08,func_80B58C08
z_en_zl3,80B58D50,func_80B58D50
z_en_zl3,80B58DB0,func_80B58DB0
z_en_zl3,80B58E10,func_80B58E10
z_en_zl3,80B58E7C,func_80B58E7C
z_en_zl3,80B58EF4,func_80B58EF4
z_en_zl3,80B58F6C,func_80B58F6C
z_en_zl3,80B58FDC,func_80B58FDC
z_en_zl3,80B5904C,func_80B5904C
z_en_zl3,80B590BC,func_80B590BC
z_en_zl3,80B5912C,func_80B5912C
z_en_zl3,80B591BC,func_80B591BC
z_en_zl3,80B5922C,func_80B5922C
z_en_zl3,80B592A8,func_80B592A8
z_en_zl3,80B59340,func_80B59340
z_en_zl3,80B593D0,func_80B593D0
z_en_zl3,80B5944C,func_80B5944C
z_en_zl3,80B59698,func_80B59698
z_en_zl3,80B59768,func_80B59768
z_en_zl3,80B59828,func_80B59828
z_en_zl3,80B59A80,func_80B59A80
z_en_zl3,80B59AD0,func_80B59AD0
z_en_zl3,80B59B6C,func_80B59B6C
z_en_zl3,80B59DB8,func_80B59DB8
z_en_zl3,80B59E40,EnZl3_Update
z_en_zl3,80B59E9C,EnZl3_Init
z_en_zl3,80B59F74,EnZl3_OverrideLimbDraw
z_en_zl3,80B59FE8,func_80B59FE8
z_en_zl3,80B59FF4,func_80B59FF4
z_en_zl3,80B5A1D0,func_80B5A1D0
z_en_zl3,80B5A3A8,EnZl3_Draw
z_en_zl4,80B5B7B0,EnZl4_SetCsCameraAngle
z_en_zl4,80B5B888,EnZl4_SetCsCameraMove
z_en_zl4,80B5B90C,EnZl4_GetText
z_en_zl4,80B5B9B0,func_80B5B9B0
z_en_zl4,80B5B9E8,EnZl4_UpdateFace
z_en_zl4,80B5BB38,EnZl4_SetMove
z_en_zl4,80B5BB78,func_80B5BB78
z_en_zl4,80B5BBC0,EnZl4_GetActionStartPos
z_en_zl4,80B5BC00,EnZl4_SetupFromLegendCs
z_en_zl4,80B5BCDC,EnZl4_InMovingAnim
z_en_zl4,80B5BDAC,EnZl4_Init
z_en_zl4,80B5BF68,EnZl4_Destroy
z_en_zl4,80B5BF90,EnZl4_SetNextAnim
z_en_zl4,80B5BFE4,EnZl4_ReverseAnimation
z_en_zl4,80B5C008,EnZl4_CsWaitForPlayer
z_en_zl4,80B5C160,EnZl4_CsMeetPlayer
z_en_zl4,80B5C458,EnZl4_CsAskStone
z_en_zl4,80B5C984,EnZl4_CsAskName
z_en_zl4,80B5CF70,EnZl4_CsTellLegend
z_en_zl4,80B5D3CC,EnZl4_CsLookWindow
z_en_zl4,80B5D610,EnZl4_CsWarnAboutGanon
z_en_zl4,80B5DAD8,EnZl4_CsMakePlan
z_en_zl4,80B5DE1C,EnZl4_Cutscene
z_en_zl4,80B5E090,EnZl4_Idle
z_en_zl4,80B5E108,EnZl4_TheEnd
z_en_zl4,80B5E2B8,EnZl4_Update
z_en_zl4,80B5E364,EnZl4_OverrideLimbDraw
z_en_zl4,80B5E4F0,EnZl4_PostLimbDraw
z_en_zl4,80B5E54C,EnZl4_Draw
z_en_zo,80B60220,EnZo_Ripple
z_en_zo,80B602B4,EnZo_Bubble
z_en_zo,80B603E4,EnZo_Splash
z_en_zo,80B60550,EnZo_UpdateRipples
z_en_zo,80B6060C,EnZo_UpdateBubbles
z_en_zo,80B6073C,EnZo_UpdateSplashes
z_en_zo,80B60874,EnZo_DrawRipples
z_en_zo,80B60A60,EnZo_DrawBubbles
z_en_zo,80B60C44,EnZo_DrawSplashes
z_en_zo,80B60E34,EnZo_TreadWaterRipples
z_en_zo,80B60EB0,EnZo_SpawnSplashes
z_en_zo,80B61024,func_80B61024
z_en_zo,80B61298,func_80B61298
z_en_zo,80B613F8,EnZo_Blink
z_en_zo,80B61470,EnZo_Dialog
z_en_zo,80B6154C,EnZo_PlayerInProximity
z_en_zo,80B615E4,EnZo_SetAnimation
z_en_zo,80B616DC,EnZo_Init
z_en_zo,80B618E4,EnZo_Destroy
z_en_zo,80B618F0,EnZo_Standing
z_en_zo,80B619D4,EnZo_Submerged
z_en_zo,80B61A14,EnZo_Surface
z_en_zo,80B61AF4,EnZo_TreadWater
z_en_zo,80B61CA4,EnZo_Dive
z_en_zo,80B61DEC,EnZo_Update
z_en_zo,80B61FCC,EnZo_OverrideLimbDraw
z_en_zo,80B621E4,EnZo_PostLimbDraw
z_en_zo,80B62240,EnZo_Draw
z_en_fhg,80B629C0,EnfHG_Init
z_en_fhg,80B62ABC,EnfHG_Destroy
z_en_fhg,80B62B04,EnfHG_SetupIntro
z_en_fhg,80B62B6C,EnfHG_Intro
z_en_fhg,80B63D84,EnfHG_SetupApproach
z_en_fhg,80B6404C,EnfHG_Approach
z_en_fhg,80B6424C,EnfHG_Attack
z_en_fhg,80B6476C,EnfHG_Damage
z_en_fhg,80B64AA8,EnfHG_Retreat
z_en_fhg,80B64CF4,EnfHG_Done
z_en_fhg,80B64D00,EnfHG_Update
z_en_fhg,80B64E94,EnfHG_Noop
z_en_fhg,80B64EA4,EnfHG_Draw
z_end_title,80B65720,EndTitle_Init
z_end_title,80B65750,EndTitle_Destroy
z_end_title,80B6575C,EndTitle_Update
z_end_title,80B65768,EndTitle_Draw
z_end_title,80B65DA8,func_80B65DA8
z_fishing,80B699A0,func_80B699A0
z_fishing,80B69A44,func_80B69A44
z_fishing,80B69A60,func_80B69A60
z_fishing,80B69B84,func_80B69B84
z_fishing,80B69C2C,func_80B69C2C
z_fishing,80B69D88,func_80B69D88
z_fishing,80B69ED0,func_80B69ED0
z_fishing,80B6A008,func_80B6A008
z_fishing,80B6A138,func_80B6A138
z_fishing,80B6A22C,func_80B6A22C
z_fishing,80B6A540,Fishing_Init
z_fishing,80B6AEBC,Fishing_Destroy
z_fishing,80B6AF28,func_80B6AF28
z_fishing,80B6B674,func_80B6B674
z_fishing,80B6C134,func_80B6C134
z_fishing,80B6C2EC,func_80B6C2EC
z_fishing,80B6C3E0,func_80B6C3E0
z_fishing,80B6C960,func_80B6C960
z_fishing,80B6CAF8,func_80B6CAF8
z_fishing,80B6D054,func_80B6D054
z_fishing,80B6D354,func_80B6D354
z_fishing,80B6D688,func_80B6D688
z_fishing,80B6DF30,func_80B6DF30
z_fishing,80B6E9E0,func_80B6E9E0
z_fishing,80B70A2C,func_80B70A2C
z_fishing,80B70CF0,func_80B70CF0
z_fishing,80B70ED4,func_80B70ED4
z_fishing,80B71278,func_80B71278
z_fishing,80B71438,func_80B71438
z_fishing,80B715F4,Fishing_Update
z_fishing,80B75BAC,func_80B75BAC
z_fishing,80B75CE0,func_80B75CE0
z_fishing,80B75D20,func_80B75D20
z_fishing,80B75DA4,func_80B75DA4
z_fishing,80B75DE4,Fishing_Draw
z_fishing,80B76028,func_80B76028
z_fishing,80B760D4,func_80B760D4
z_fishing,80B761B8,func_80B761B8
z_fishing,80B76474,func_80B76474
z_fishing,80B768FC,func_80B768FC
z_fishing,80B771CC,func_80B771CC
z_fishing,80B77404,func_80B77404
z_fishing,80B7825C,func_80B7825C
z_fishing,80B7A10C,func_80B7A10C
z_fishing,80B7A140,func_80B7A140
z_fishing,80B7A278,func_80B7A278
z_item_b_heart,80B85150,ItemBHeart_Init
z_item_b_heart,80B851B8,ItemBHeart_Destroy
z_item_b_heart,80B851C4,ItemBHeart_Update
z_item_b_heart,80B85264,func_80B85264
z_item_b_heart,80B85354,ItemBHeart_Draw
z_item_etcetera,80B855F0,ItemEtcetera_SetupAction
z_item_etcetera,80B855F8,ItemEtcetera_Init
z_item_etcetera,80B857C4,ItemEtcetera_Destroy
z_item_etcetera,80B857D0,func_80B857D0
z_item_etcetera,80B85824,func_80B85824
z_item_etcetera,80B858B4,func_80B858B4
z_item_etcetera,80B8598C,ItemEtcetera_SpawnSparkles
z_item_etcetera,80B85A98,ItemEtcetera_MoveFireArrowDown
z_item_etcetera,80B85B28,func_80B85B28
z_item_etcetera,80B85B6C,ItemEtcetera_UpdateFireArrow
z_item_etcetera,80B85C40,ItemEtcetera_Update
z_item_etcetera,80B85C64,ItemEtcetera_DrawThroughLens
z_item_etcetera,80B85CB8,ItemEtcetera_Draw
z_item_inbox,80B85FE0,ItemInbox_Init
z_item_inbox,80B86014,ItemInbox_Destroy
z_item_inbox,80B86020,ItemInbox_Wait
z_item_inbox,80B86064,ItemInbox_Update
z_item_inbox,80B86088,ItemInbox_Draw
z_item_ocarina,80B86130,ItemOcarina_SetupAction
z_item_ocarina,80B86138,ItemOcarina_Init
z_item_ocarina,80B862E0,ItemOcarina_Destroy
z_item_ocarina,80B862EC,ItemOcarina_Fly
z_item_ocarina,80B86494,ItemOcarina_GetThrown
z_item_ocarina,80B864EC,func_80B864EC
z_item_ocarina,80B865E0,func_80B865E0
z_item_ocarina,80B86640,ItemOcarina_DoNothing
z_item_ocarina,80B8664C,ItemOcarina_StartSoTCutscene
z_item_ocarina,80B866BC,ItemOcarina_WaitInWater
z_item_ocarina,80B86788,ItemOcarina_Update
z_item_ocarina,80B867AC,ItemOcarina_Draw
z_item_shield,80B86920,ItemShield_SetupAction
z_item_shield,80B86928,ItemShield_Init
z_item_shield,80B86AA0,ItemShield_Destroy
z_item_shield,80B86AC8,func_80B86AC8
z_item_shield,80B86BC8,func_80B86BC8
z_item_shield,80B86CA8,func_80B86CA8
z_item_shield,80B86F68,func_80B86F68
z_item_shield,80B87074,ItemShield_Update
z_item_shield,80B87098,ItemShield_Draw
z_magic_dark,80B873D0,MagicDark_Init
z_magic_dark,80B874B0,MagicDark_Destroy
z_magic_dark,80B874E4,MagicDark_DiamondUpdate
z_magic_dark,80B8772C,MagicDark_DimLighting
z_magic_dark,80B87878,MagicDark_OrbUpdate
z_magic_dark,80B87A18,MagicDark_DiamondDraw
z_magic_dark,80B87CBC,MagicDark_OrbDraw
z_magic_fire,80B88D70,MagicFire_Init
z_magic_fire,80B88E18,MagicFire_Destroy
z_magic_fire,80B88E3C,MagicFire_UpdateBeforeCast
z_magic_fire,80B88EE0,MagicFire_Update
z_magic_fire,80B89274,MagicFire_Draw
z_magic_wind,80B8B100,MagicWind_SetupAction
z_magic_wind,80B8B108,MagicWind_Init
z_magic_wind,80B8B250,MagicWind_Destroy
z_magic_wind,80B8B2A8,MagicWind_UpdateAlpha
z_magic_wind,80B8B3C8,MagicWind_WaitForTimer
z_magic_wind,80B8B468,MagicWind_Grow
z_magic_wind,80B8B4B4,MagicWind_WaitAtFullSize
z_magic_wind,80B8B500,MagicWind_FadeOut
z_magic_wind,80B8B564,MagicWind_Shrink
z_magic_wind,80B8B5A0,MagicWind_Update
z_magic_wind,80B8B5F4,MagicWind_OverrideLimbDraw
z_magic_wind,80B8B7AC,MagicWind_Draw
z_mir_ray,80B8D050,MirRay_SetupCollider
z_mir_ray,80B8D110,MirRay_MakeShieldLight
z_mir_ray,80B8D2B0,MirRay_Init
z_mir_ray,80B8D58C,MirRay_Destroy
z_mir_ray,80B8D604,MirRay_Update
z_mir_ray,80B8D6F0,MirRay_SetIntensity
